X11 - Break,X12 - anger,X13 - threaten,X21 - gazeaway,X22 - walkaway ,time
0.97317921490622,0.999900347523351,0.99824385435346,0.999926447881735,0.911628200036768,147
0.97375130530025,0.999903677454193,0.998302262976138,0.99992980130311,0.911820259515225,147.5
0.974294876860791,0.999906840981364,0.998357753561122,0.999932987053669,0.912002944284076,148
0.974811350726583,0.999909846419846,0.998410471876188,0.99993601351694,0.912176711274681,148.5
0.975302077273425,0.999912701669189,0.998460556408929,0.999938888657274,0.912341995196262,149
0.975768339632068,0.999915414234262,0.998508138730195,0.999941620040806,0.912499209612846,149.5
0.976211357031818,0.999917991244968,0.998553343839416,0.999944214855366,0.912648747968321,150
0.976632287978406,0.999920439474971,0.998596290492687,0.999946679929392,0.912790984562065,150.5
0.977032233274301,0.999922765359492,0.998637091514497,0.9999490217499,0.912926275477535,151
0.977412238889198,0.999924975012215,0.998675854093897,0.999951246479557,0.913054959466041,151.5
0.977773298688101,0.99992707424135,0.998712680065898,0.999953359972897,0.913177358787862,152
0.978116357023991,0.999929068564894,0.998747666178815,0.999955367791726,0.913293780012741,152.5
0.978442311201804,0.999930963225126,0.998780904348287,0.999957275219763,0.913404514781704,153
0.978752013820033,0.999932763202384,0.9988124818986,0.999959087276539,0.913509840532063,153.5
0.979046274996042,0.99993447322815,0.998842481791985,0.999960808730611,0.913610021187361,154
0.979325864480814,0.999936097797482,0.998870982846451,0.999962444112106,0.913705307813945,154.5
0.979591513668622,0.999937641180829,0.998898059942765,0.999963997724647,0.913795939245773,155
0.979843917506819,0.999939107435247,0.998923784221079,0.999965473656676,0.913882142678975,155.5
0.980083736310684,0.999940500415069,0.998948223267762,0.999966875792211,0.913964134237632,156
0.980311597488049,0.999941823782025,0.998971441292886,0.999968207821074,0.914042119512141,156.5
0.980528097178153,0.999943081014869,0.998993499298864,0.999969473248591,0.91411629407151,157
0.980733801809001,0.999944275418522,0.999014455240661,0.999970675404825,0.914186843950812,157.5
0.980929249577252,0.999945410132757,0.999034364178008,0.999971817453336,0.914253946115017,158
0.981114951854479,0.999946488140449,0.999053278420019,0.999972902399505,0.914317768900327,158.5
0.981291394523475,0.999947512275417,0.999071247662577,0.999973933098445,0.914378472434106,159
0.981459039248049,0.999948485229869,0.999088319118874,0.999974912262514,0.914436209034431,159.5
0.98161832467964,0.999949409561481,0.999104537643418,0.99997584246845,0.914491123590265,160
